1,Puffy\好朋友們的圈子,https://www.youtube.com/watch?v=uzkMGXliy0I
2,上戶彩\夢想的力量,https://www.youtube.com/watch?v=-hQ2XruIHFk&ab_channel=n4ritai
3,酒井法子\白色之戀,https://www.youtube.com/watch?v=PkvUd0pJZNE
4,長假,https://www.youtube.com/watch?v=Wj5_xXXKBY8
5,東京愛情故事,https://www.youtube.com/watch?v=3AQJEiNfvbw
6,柯南迷宮的十字路,https://www.youtube.com/watch?v=arOmXIT3HBA
7,中山美穂\世界最愛的人,https://www.youtube.com/watch?v=hV3fVD4Ue_w
8,島谷瞳\亞麻色頭髮少女,https://www.youtube.com/watch?v=1nOIWI4OzD0
9,大塚愛\さくらんぼ,https://www.youtube.com/watch?v=upODO6OuOOk
10,早安少女組\愛的機器,https://www.youtube.com/watch?v=6A7j6eryPV4
11,帕妃\我的生存之道,https://www.youtube.com/watch?v=UreXaD5iygw
