憲法 (けんぽう)	constitution	now	reality	actual spot
現在 (げんざい)	now	reality	actual spot	so to speak
現実 (げんじつ)	reality	actual spot	so to speak	individual
現場 (げんば)	actual spot	so to speak	individual	candidate
いわば (言わば)	so to speak	individual	candidate	effect
個人 (こじん)	individual	candidate	effect	attack
候補 (こうほ)	candidate	effect	attack	thinking
効果 (こうか)	effect	attack	thinking	action
攻撃 (こうげき)	attack	thinking	action	state
考え (かんがえ)	thinking	action	state	National Diet
行動 (こうどう)	action	state	National Diet	people 
国家 (こっか)	state	National Diet	people 	now
国会 (こっかい)	National Diet	people 	now	from now on
国民 (こくみん)	people 	now	from now on	most
今回 (こんかい)	now	from now on	most	most
今後 (こんご)	from now on	most	most	last
最も (もっとも)	most	most	last	trial
最高 (さいこう)	most	last	trial	work
最終 (さいしゅう)	last	trial	work	work 
裁判 (さいばん)	trial	work	work 	participation
