資源 (しげん)	resources	funds	unemployment 	as a matter of fact
資本 (しほん)	funds	unemployment 	as a matter of fact	execution 
失業 (しつぎょう)	unemployment 	as a matter of fact	execution 	surgery
実は (じつは)	as a matter of fact	execution 	surgery	means
実行 (じっこう)	execution 	surgery	means	surroundings
手術 (しゅじゅつ)	surgery	means	surroundings	finding employment
手段 (しゅだん)	means	surroundings	finding employment	concentration
周囲 (しゅうい)	surroundings	finding employment	concentration	serious
就職 (しゅうしょく)	finding employment	concentration	serious	attendance
集中 (しゅうちゅう)	concentration	serious	attendance	publication
重大 (じゅうだい)	serious	attendance	publication	chapter
出席 (しゅっせき)	attendance	publication	chapter	scene
出版 (しゅっぱん)	publication	chapter	scene	occupation
章 (しょう)	chapter	scene	occupation	meal 
場面 (ばめん)	scene	occupation	meal 	food
職業 (しょくぎょう)	occupation	meal 	food	confidence
食事 (しょくじ)	meal 	food	confidence	reliance
食品 (しょくひん)	food	confidence	reliance	god
信用 (しんよう)	confidence	reliance	god	restriction
信頼 (しんらい)	reliance	god	restriction	force
