자기소개	自我介紹	汽車	自動販賣機	自豪
자꾸	一直	清楚地	經常	很
자다	睡覺	生長	剪	順利
자동차	汽車	自動販賣機	自豪	座位
자동판매기	自動販賣機	自豪	座位	孩子
자라다	生長	剪	順利	錯誤
자랑	自豪	座位	孩子	自己
자르다	剪	順利	錯誤	烤
자리	座位	孩子	自己	自由
자세히	清楚地	經常	很	完全
자식	孩子	自己	自由	炸醬麵
자신	自己	自由	炸醬麵	自行車
자연	自然	全部	真的	真話
자유	自由	炸醬麵	自行車	自動販賣機
자장면	炸醬麵	自行車	自動販賣機	杯
자전거	自行車	自動販賣機	杯	宴會
자주	經常	很	完全	漸漸
자판기	自動販賣機	杯	宴會	睡覺
작다	小	好看	無趣	有趣
잔	杯	宴會	睡覺	雜誌
잔치	宴會	睡覺	雜誌	雜菜
잘	很	完全	漸漸	無精打采的
잘되다	順利	不順	錯誤	做得好
잘못	錯誤	等一下	暫時	每個
잘못되다	錯誤	捕捉	做得好	大睡
잘못하다	錯誤	做得好	大睡	㧓住
잘생기다	好看	無趣	有趣	那樣
잘하다	做得好	大睡	㧓住	用膳
잠	睡覺	雜誌	雜菜	手套
잠깐	等一下	暫時	每個	那麼多
잠시	暫時	每個	那麼多	一整天
잠자다	大睡	㧓住	用膳	寫
잡다	㧓住	用膳	寫	轉
잡수시다	用膳	寫	轉	折
잡지	雜誌	雜菜	手套	玩具
잡채	雜菜	手套	玩具	雨季
장	-張	寫	轉	折
장갑	手套	玩具	雨季	玫瑰
장난감	玩具	雨季	玫瑰	場所
장마	雨季	玫瑰	場所	材料
장미	玫瑰	場所	材料	有趣
장소	場所	材料	有趣	打噴嚏
재료	材料	有趣	打噴嚏	存
재미	有趣	打噴嚏	存	晚上
재미없다	無趣	有趣	那樣	小
재미있다	有趣	那樣	小	適中
재채기	打噴嚏	存	晚上	上週
저	我	你	那個	那邊
저	模擬兩可的	你	那個	那邊
저	我	你	那個	那邊
저거	那個	那個人	那邊	這個
저것	那個	那邊	這	那個人
저곳	那邊	那個	那個人	這邊
저금	存	晚上	上週	主修
저기	那個	那個人	那邊	我們
저녁	晚上	上週	主修	電
저런	那樣	全	初次	總
저렇다	那樣	小	適中	年輕
저번	上週	主修	電	地鐵
저분	那個人	那邊	我們	我的
저쪽	那邊	我們	我的	什麼時候
저희	我們	我的	什麼時候	什麼
적다	寫	轉	折	定
적다	小	轉	折	定
적당하다	適中	年輕	安靜的	狹窄
전	全	初次	總	一位
전	前	初次	總	一位
전공	主修	電	地鐵	全體
전기	電	地鐵	全體	電話
전부	全部	真的	真話	最
전철	地鐵	全體	電話	輕切
전체	全體	個人	電話	電話號碼
전하다	轉	折	定	淋濕
전혀	完全	漸漸	無精打采的	逐步
전화	電話	電子	電話號碼	分數
전화기	電話	電話號碼	分數	中午
전화번호	電話號碼	分數	中午	午餐時間
젊다	年輕	安靜的	狹窄	很好
점수	分數	中午	午餐時間	合格
점심	中午	當心	午餐時間	盤子
점심때	午餐時間	床	盤子	筷子
점심시간	午餐時間	盤子	筷子	車站
점점	漸漸	無精打采的	逐步	悄悄
접다	折	定	淋濕	打瞌睡
접시	盤子	筷子	車站	程度
젓가락	筷子	車站	程度	湯匙
정거장	車站	程度	機場	收拾
정도	程度	車站	收拾	前門
정류장	車站	收拾	前門	花園
정리	收拾	前門	花園	整型外科
정말	真的	真話	最	一點
정말	真話	真話	最	一點
정문	前門	花園	整型外科	正確
정신없이	無精打采的	逐步	悄悄	有點
정원	花園	整型外科	正確	標題
정하다	定	淋濕	打瞌睡	喜歡
정형외과	整型外科	正確	標題	濟州島
정확	正確	標題	濟州島	小心
젖다	淋濕	打瞌睡	喜歡	給
제	我的	什麼時候	什麼	某
제목	標題	濟州島	小心	侄子
제일	最	一點	現在	直接
제주도	濟州島	小心	侄子	畢業
조금	一點	現在	直接	真的
조금씩	逐步	悄悄	有點	主要
조심	小心	侄子	畢業	種類
조용하다	安靜的	狹窄	很好	抱歉
조용히	悄悄	有點	主要	一直打擾
조카	侄子	畢業	種類	從業員
졸다	打瞌睡	喜歡	給	睡覺
졸업	畢業	種類	從業員	紙
좀	有點	主要	一直打擾	自然
좁다	狹窄	很好	抱歉	開心
종류	種類	從業員	紙	週末
종업원	從業員	紙	週末	口袋
종이	紙	週末	口袋	訂單
좋다	很好	抱歉	開心	無聊
좋아하다	喜歡	給	睡覺	死
죄송하다	抱歉	開心	無聊	濃
주	-週	睡覺	死	縮小
주다	給	睡覺	死	縮小
주로	主要	一直打擾	自然	滿滿地
주말	週末	口袋	訂單	週邊
주머니	口袋	訂單	週邊	主婦
주무시다	睡覺	死	縮小	調小
주문	訂單	週邊	主婦	注射
주변	週邊	主婦	注射	寫地址
주부	主婦	注射	寫地址	果汁
주사	注射	寫地址	果汁	周圍
주소	寫地址	果汁	周圍	主人
주스	果汁	周圍	主人	停車
주위	周圍	主人	停車	停車場
주인	主人	停車	停車場	朱黃色
주일	-星期	點	每週	光圈
