세대	時代	家口，住戶	勢力	緃向
세대	家口，住戶	家口，住戶	勢力	緃向
세력	勢力	緃向	三角形	研討會
세련되다	時髦的	沒用	疏忽	受傷
세로	緃向	三角形	研討會	歲月
세모	三角形	研討會	歲月	銷售
세미나	研討會	歲月	銷售	洗滌劑
세월	歲月	銷售	洗滌劑	洗車
세일	銷售	洗滌劑	洗車	洗衣物
세제	洗滌劑	洗車	洗衣物	一套
세차	洗車	洗衣物	一套	襯衫
세탁물	洗衣物	一套	襯衫	感想
세트	一套	襯衫	感想	相親
센티	厘米	公尺	公斤	公克
셔츠	襯衫	感想	相親	小規模
소-	小	大	有	無
소감	感想	相親	小規模	小劇場
소개팅	相親	小規模	小劇場	鹽水
소규모	小規模	小劇場	鹽水	陣雨
소극장	小劇場	鹽水	陣雨	松樹
소극적	消極的	大約	任何	什麼
소금물	鹽水	陣雨	松樹	姑娘
소나기	陣雨	松樹	姑娘	少年
소나무	松樹	姑娘	少年	消毒
소녀	姑娘	少年	消毒	消毒藥
소년	少年	消毒	消毒藥	收入
소독	消毒	消毒藥	收入	願望
소독약	消毒藥	收入	願望	袖子
소득	收入	願望	袖子	謠言
소리치다	吆喝	傳聞	受騙	欺騙
소망	願望	袖子	謠言	消防隊員
소매	袖子	謠言	消防隊員	消防局
소문	謠言	消防隊員	消防局	消防車
소문나다	傳聞	受騙	欺騙	屬於
소방관	消防隊員	消防局	消防車	小便
소방서	消防局	消防車	小便	消費
소방차	消防車	小便	消費	消費者
소변	小便	消費	消費者	小說家
소비	消費	消費者	小說家	小說
소비자	消費者	小說家	小說	少數
