입장	入場	立場	入場費	入學典禮
입장	立場	立場	入場費	入學典禮
입장료	入場費	入學典禮	去年	上個月
입학식	入學典禮	去年	上個月	結婚典禮
입히다	穿上	接上	緊跟	被遺忘
잇다	接上	緊跟	被遺忘	睡覺
잇따르다	緊跟	被遺忘	睡覺	生長
잊히다	被遺忘	睡覺	生長	剪
차도	車道	車輛	車子	菜單
차라리	不如	忍心	漸漸	收理
차량	車輛	車道	菜單	差別
차로	車道	菜單	差別	車費
차리다	準備	找出	尋找	拜訪
차림표	菜單	差別	車費	車道
차마	忍心	不忍	漸漸	確實
차별	差別	車費	車道	立場
차비	車費	車道	立場	差異
차선	車道	立場	差異	差異點
차원	立場	差異	差異點	車窗
차이	差異	差異點	車窗	錯覺
차이점	差異點	車窗	錯覺	贊成
차차	漸漸	輸	確實	徹底
차창	車窗	錯覺	贊成	參加
차츰	漸漸	確實	徹底	足夠的
착각	錯覺	贊成	參加	參考
찬성	贊成	參加	參考	芝麻油
참가	參加	參考	芝麻油	離席
참고	參考	芝麻油	參加	與會者
참기름	芝麻油	參加	與會者	參與
참석	參加	與會者	參與	參考
참석자	與會者	參與	參考	窗戶
참여	參與	參考	窗戶	窗邊
참으로	確實	徹底	足夠的	喀喀地
참조	參考	窗戶	窗邊	倉庫
창	窗戶	窗邊	倉庫	窗口
창가	窗邊	倉庫	窗口	窗外
창고	倉庫	窗口	窗外	創作
창구	窗口	窗外	創作	創建
창밖	窗外	創作	創建	恥辱
창작	創作	創建	恥辱	頻道
