교훈	教訓	區	可看的	購買
구	區	可看的	購買	洞
구경거리	可看的	購買	洞	區別
구르다	滾	彎	找	挽救
구매	購買	洞	區別	區分
구멍	洞	區別	區分	角落
구별	區別	區分	角落	構成
구부리다	彎	找	挽救	變硬
구분	區分	角落	構成	舊世代
구석	角落	構成	舊世代	限制
구성	構成	舊世代	限制	區域
구세대	舊世代	限制	區域	購買
구속	限制	區域	購買	救助
구수하다	保存	貴重的	高貴	苛刻
구역	區域	購買	救助	結構
구입	購買	救助	結構	救援隊
구조	救助	結構	救援隊	國家
구조	結構	結構	救援隊	國家
구조대	救援隊	國家	國家節日	國旗
구체적	具體的	規律的	根本的	積極的
구하다	找	挽救	變硬	餓
구하다	挽救	挽救	變硬	餓
국가	國家	國家節日	國旗	國內線
국경일	國家節日	國旗	國內線	國立
국기	國旗	國內線	國立	湯
국내선	國內線	國立	湯	國民
국립	國立	湯	國民	國產
국물	湯	國民	國產	國語
국민	國民	國產	國語	國外
국산	國產	國語	國外	國際結婚
국어	國語	國外	國際結婚	國際線
국외	國外	國際結婚	國際線	國際化
국제결혼	國際結婚	國際線	國際化	菊花
국제선	國際線	國際化	菊花	國會
국제화	國際化	菊花	國會	郡
국화	菊花	國會	郡	軍隊
국회	國會	郡	軍隊	軍事
군	郡	軍隊	軍事	洞穴
군대	軍隊	軍事	洞穴	跟
군데	-處			
