별일	別的事	病房	報告	這個
병들다	生病	照顧	拜會	怕羞
병실	病房	平時	報告	保管
보고	報告	報導	保管	普及
보고서	報告	保管	普及	樣子
보관	保管	普及	樣子	獎金
보급	普及	樣子	獎金	報導
보기	樣子	獎金	報導	價值
보너스	獎金	報導	價值	十五日
보도	報導	價值	十五日	滿月
보람	價值	十五日	滿月	大麥
보름	十五日	滿月	大麥	麥茶
보름달	滿月	大麥	麥茶	寶藏
보리	大麥	麥茶	寶藏	報酬
보리차	麥茶	寶藏	報酬	寶石
보물	寶藏	報酬	寶石	維修
보살피다	照顧	拜會	怕羞	碰到
보상	報酬	寶石	維修	安全
보석	寶石	維修	安全	改進
보수	維修	安全	改進	保障
보안	安全	改進	保障	保護
보완	改進	保障	保護	補助
보장	保障	保護	補助	保存
보전	保護	補助	保存	補充
보조	補助	保存	補充	行人
보존	保存	補充	行人	保險
보충	補充	行人	保險	保護
보행자	行人	保險	保護	福氣
보험	保險	保護	福氣	走廊
보호	保護	福氣	走廊	複印
복	福氣	走廊	複印	複印機
복도	走廊	複印	複印機	復仇
복사	複印	複印機	復仇	桃子
복사기	複印機	復仇	桃子	服用
복수	復仇	桃子	服用	腹痛
복숭아	桃子	服用	腹痛	炒
복용	服用	腹痛	炒	直覺
복통	腹痛	炒	直覺	總部
볶음	炒	直覺	總部	本質
본능	直覺	總部	本質	臉頰
