제시간	準時	提議	限制	除了
제안	提議	限制	除了	弟子
제약	限制	除了	弟子	原處
제외	除了	弟子	原處	生產
제자	弟子	原處	生產	提交
제자리	原處	生產	提交	產品
제작	生產	提交	產品	限制
제출	提交	產品	限制	碎塊
제품	產品	限制	碎塊	條件
제한	限制	碎塊	條件	提前
조	五兆二千億	千	第四	第五個
조각	碎塊	條件	提前	跑步
조건	條件	提前	跑步	背心
조그맣다	小的	當心	無聊的	骯髒的
조기	提前	跑步	背心	烹飪
조깅	跑步	背心	烹飪	炖
조끼	背心	烹飪	炖	光
조르다	纏	縮小	交談	被給予
조리	烹飪	炖	光	調味品
조림	炖	光	調味品	研究
조명	光	調味品	研究	祖先
조미료	調味品	研究	祖先	建議
조사	研究	祖先	建議	操作
조상	祖先	建議	操作	控制
조심스럽다	當心	無聊的	骯髒的	聰慧
조언	建議	操作	控制	調整
조작	操作	控制	調整	和諧
조절	控制	調整	和諧	尊敬
조정	調整	和諧	尊敬	存在
조화	和諧	尊敬	存在	尊重
존경	尊敬	存在	尊重	畢業生
존재	存在	尊重	畢業生	畢業典禮
존중	尊重	畢業生	畢業典禮	睡意
졸리다	困	偶爾	滿滿地	最
졸업생	畢業生	畢業典禮	睡意	宗教
졸업식	畢業典禮	睡意	宗教	小腿
졸음	睡意	宗教	小腿	紙杯
좀처럼	很少	經常	一路	再
좁히다	縮小	交談	被給予	癱坐
종교	宗教	小腿	紙杯	合成
