솔직하다	誠實的	很多的	純真	說謊
솔직히	老實說	頻繁地	無數	迅速地
솜씨	手藝	歡送會	小牛	松茸
솟다	飛漲	低	隱藏	躲
송별회	歡送會	小牛	松茸	鐵銹
송아지	小牛	松茸	鐵銹	牛肉
송이	松茸	鐵銹	牛肉	表演
쇠	鐵銹	牛肉	表演	購物中心
쇠고기	牛肉	豬肉	魚肉	羊肉
쇼	表演	修	購物中心	水：星期三
쇼핑몰	購物中心	購買	水：星期三	很多年
쇼핑센터	購物中心	水：星期三	很多年	嘮叨
수	水：星期三	毛巾	辛苦	西瓜
수년	很多年	嘮叨	手段	水管
수다	嘮叨	手段	水管	首都
수단	手段	水管	首都	都市區
수도	水管	首都	都市區	水龍頭
수도	首都	首都	都市區	水龍頭
수도권	都市區	水龍頭	自來水	數量
수도꼭지	水龍頭	自來水	數量	托人修理
수돗물	自來水	數量	托人修理	付修理費
수동적	被動的	瞬間	身體的	有用
수량	數量	托人修理	付修理費	睡眠
수리	托人修理	付修理費	睡眠	安眠藥
수리비	付修理費	睡眠	安眠藥	壽命
수만	幾萬元	幾百隻	幾十個	幾千名
수많다	很多的	很少	純真	溫和的
수면	睡眠	安眠藥	壽命	調查
수면제	安眠藥	壽命	調查	首相
수명	壽命	調查	首相	修繕
수백	幾百隻	幾十個	幾千名	億
수사	調查	首相	修繕	手續
수상	首相	修繕	手續	謎語
수선	修繕	手續	謎語	手續費
수속	手續	謎語	手續費	需求
수수께끼	謎語	手續費	需求	接受
수수료	手續費	需求	接受	收入
수시로	頻繁地	無數	迅速地	實際上
수십	幾十個	幾千名	億	八
수없이	無數	迅速地	實際上	事實上
