동기	同期生	動機	東南亞	同事
동기	動機	動機	東南亞	同事
동남아	東南亞	同事	東	東西南北
동료	同事	東	東西南北	俱樂部
동부	東	東西南北	俱樂部	東洋
동서남북	東西南北	俱樂部	東洋	東方人
동아리	俱樂部	東洋	東方人	視頻
동양	東洋	東方人	視頻	童謠
동양인	東方人	視頻	童謠	同意
동영상	視頻	童謠	同意	相同的
동요	童謠	同意	相同的	動作
동의	同意	相同的	動作	同學
동일	相同的	動作	同學	同學會
동작	動作	同學	同學會	同胞
동창	同學	同學會	同胞	同好會
동창회	同學會	同胞	同好會	童話
동포	同胞	同好會	童話	童話書
동호회	同好會	童話	童話書	反過來
동화	童話	童話書	反過來	厚度
동화책	童話書	反過來	厚度	大腦
되게	非常	盡量	所以	分別地
되도록	盡量	所以	分別地	叮鈴鈴
되돌리다	倒流	返回	被退回	復活
되돌아가다	返回	被退回	復活	恢復
되돌아오다	被退回	復活	恢復	找回
되살리다	復活	恢復	找回	突出
되살아나다	恢復	找回	突出	敲
되찾다	找回	突出	敲	害怕
되풀이	反過來	厚度	大腦	恐懼
두께	厚度	大腦	恐懼	頭痛藥
두뇌	大腦	恐懼	頭痛藥	周長
두드러지다	突出	敲	害怕	圍上
두드리다	敲	害怕	圍上	看看（周圍）
두려움	恐懼	頭痛藥	周長	巢
두려워하다	害怕	圍上	看看（周圍）	環視（周圍）
두렵다	害怕的	圓形的	遲來	稀有的
두르다	圍上	看看（周圍）	環視（周圍）	圍起來
두리번거리다	看看（周圍）	面對	圍起來	不足
두어	兩三個	胡亂想	星期幾	所有
두통약	頭痛藥	周長	巢	背面
