# 編號，學科，大項目，中項目，中項目解釋，題目類型,小項目，小項目解釋...
# course,main_subj,mid_subj,mid_explain,quiz_type,small_subj,small_explain, ... 
# 大項目：word[詞彙], grammer[文法], listen[聽力], reading[閱讀], writing [作文]
# 檔案名:學科名_大項目_中項目_小項目_等級.csv (例如：korean_word_kanji_kg.csv)
# 題目類型:
#     choose[問題1][tab][答案1][tab][答案2][tab][答案3][tab][答案4]
#     spell[問題1][tab][答案]
#     listen[問題音檔][tab][題目][tab][答案]
#     graph[問題圖檔][tab][答案1][tab][答案2][tab][答案3][tab][答案4]
#     audio[問題1][tab][答案]
###
# 學科，大項目，開放課程數，中項目代號，中項目解釋，題目類型,小項目，小項目解釋...


### 日文
japan,video,5,kensan,けんさんおかえり,conversation_youtube,all.csv
japan,video,5,meshclass,MeshClass,conversation_youtube,all.csv
japan,video,5,naoko,Naoko,conversation_youtube,all.csv
japan,video,5,miku,Miku,conversation_youtube,all.csv
japan,video,5,tanaka,Tanaka,conversation_youtube,all.csv
japan,video,5,easyJapan,Easy\Japan,conversation_youtube,all.csv
japan,video,5,akaneClass,あかね\日本語教室,conversation_youtube,all.csv
japan,video,5,Yunaty,Yunaty\新聞日語,conversation_youtube,all.csv
japan,video,5,KenConv,Ken\Vlog,conversation_youtube,all.csv

