chinese,idiom,999,momo,一起學成語,conversation_youtube,all.csv
chinese,idiom,999,mission,成語任務,conversation_youtube,all.csv
chinese,idiom,999,onestory,好好說故事,conversation_youtube,all.csv
chinese,idiom,999,east,新東方故事,conversation_youtube,all.csv
chinese,idiom,999,sir1,倒霉先生1,conversation_youtube,all.csv
chinese,idiom,999,sir2,倒霉先生2,conversation_youtube,all.csv
chinese,idiom,999,sir3,倒霉先生3,conversation_youtube,all.csv
chinese,idiom,999,sir4,倒霉先生4,conversation_youtube,all.csv
chinese,idiom,999,sir5,倒霉先生5,conversation_youtube,all.csv
chinese,idiom,999,sir6,倒霉先生6,conversation_youtube,all.csv
