1,1,https://www.youtube.com/watch?v=bHoYC2BSYzk
2,2,https://www.youtube.com/watch?v=21uio7wm6Jc
3,3,https://www.youtube.com/watch?v=so4YG35WU1o
4,4,https://www.youtube.com/watch?v=EbzPL2RnvqY
5,5,https://www.youtube.com/watch?v=t8_oxyzHB0A
6,6,https://www.youtube.com/watch?v=QQ_aDaNJu1E
7,7,https://www.youtube.com/watch?v=qTOdjf4V2bc
8,8,https://www.youtube.com/watch?v=vk8yaGZfF3I
9,9,https://www.youtube.com/watch?v=l-R8j7aQa0M
10,10,https://www.youtube.com/watch?v=JrDmpj4Hu4I
11,11,https://www.youtube.com/watch?v=EC9E1y_Tmcw
12,12,https://www.youtube.com/watch?v=kSvm81hqx7c
13,13,https://www.youtube.com/watch?v=VBBmEmtzGVc
14,14,https://www.youtube.com/watch?v=UnQ_cGIcVFQ
15,15,https://www.youtube.com/watch?v=pppYCHRLvR4
16,16,https://www.youtube.com/watch?v=h5eMRnnqWUs
17,17,https://www.youtube.com/watch?v=823vjCrSGaM
18,18,https://www.youtube.com/watch?v=JT9zRe9mNh0
19,19,https://www.youtube.com/watch?v=QD9TSTj1ZOI
20,20,https://www.youtube.com/watch?v=jL14bRxws0o
