liberate	解放	解放	同樣地;也;又	大轎車
liberation	解放	同樣地;也;又	大轎車	班輪;眼線筆
likewise	同樣地;也;又	大轎車	班輪;眼線筆	語言學者;通曉數種外語的人
limousine/limo	大轎車	班輪;眼線筆	語言學者;通曉數種外語的人	公升
liner	班輪;眼線筆	語言學者;通曉數種外語的人	公升	識字;讀寫能力
linguist	語言學者;通曉數種外語的人	公升	識字;讀寫能力	照字面的;原義的;如實的
liter	公升	識字;讀寫能力	照字面的;原義的;如實的	能讀寫的;有文化修養的
literacy	識字;讀寫能力	照字面的;原義的;如實的	能讀寫的;有文化修養的	長壽;壽命
literal	照字面的;原義的;如實的	能讀寫的;有文化修養的	長壽;壽命	(懶洋洋地)倚靠;閒蕩
literate	能讀寫的;有文化修養的	長壽;壽命	(懶洋洋地)倚靠;閒蕩	瘋的;瘋狂的
longevity	長壽;壽命	(懶洋洋地)倚靠;閒蕩	瘋的;瘋狂的	誘惑;以誘餌吸引
lounge	(懶洋洋地)倚靠;閒蕩	瘋的;瘋狂的	誘惑;以誘餌吸引	蒼翠繁茂的;豐富的
lunatic	瘋的;瘋狂的	誘惑;以誘餌吸引	蒼翠繁茂的;豐富的	抒情的;適於歌唱的
lure	誘惑;以誘餌吸引	蒼翠繁茂的;豐富的	抒情的;適於歌唱的	巨大;重大;強度
lush	蒼翠繁茂的;豐富的	抒情的;適於歌唱的	巨大;重大;強度	瘧疾
lyric	抒情的;適於歌唱的	巨大;重大;強度	瘧疾	操作;運用;操縱;對...做手腳
magnitude	巨大;重大;強度	瘧疾	操作;運用;操縱;對...做手腳	手稿;打字稿;原稿
malaria	瘧疾	操作;運用;操縱;對...做手腳	手稿;打字稿;原稿	毀損;損傷;玷污
manipulate	操作;運用;操縱;對...做手腳	手稿;打字稿;原稿	毀損;損傷;玷污	屠殺;使慘敗
manuscript	手稿;打字稿;原稿	毀損;損傷;玷污	屠殺;使慘敗	支配;統治;精通;掌握
mar	毀損;損傷;玷污	屠殺;使慘敗	支配;統治;精通;掌握	材料
massacre	屠殺;使慘敗	支配;統治;精通;掌握	材料	床墊
mastery	支配;統治;精通;掌握	材料	床墊	機械裝置;機械作用;結構
material	材料	床墊	機械裝置;機械作用;結構	藥物治療;藥物
mattress	床墊	機械裝置;機械作用;結構	藥物治療;藥物	中世紀的;中古風的;守舊的
mechanism	機械裝置;機械作用;結構	藥物治療;藥物	中世紀的;中古風的;守舊的	沈思;深思熟慮
medication	藥物治療;藥物	中世紀的;中古風的;守舊的	沈思;深思熟慮	沈思;默想;冥想
medieval	中世紀的;中古風的;守舊的	沈思;深思熟慮	沈思;默想;冥想	憂鬱的;令人沮喪的
meditate	沈思;深思熟慮	沈思;默想;冥想	憂鬱的;令人沮喪的	(水果)成熟的;(人)圓熟的
meditation	沈思;默想;冥想	憂鬱的;令人沮喪的	(水果)成熟的;(人)圓熟的	智力;精神性;心理狀態
melancholy	憂鬱的;令人沮喪的	(水果)成熟的;(人)圓熟的	智力;精神性;心理狀態	買賣;經營
mellow	(水果)成熟的;(人)圓熟的	智力;精神性;心理狀態	買賣;經營	合併;融合
mentality	智力;精神性;心理狀態	買賣;經營	合併;融合	隱喻;象徵
merchandise	買賣;經營	合併;融合	隱喻;象徵	大都市的
merge	合併;融合	隱喻;象徵	大都市的	移居;定期移棲;回游
metaphor	隱喻;象徵	大都市的	移居;定期移棲;回游	遷移;遷徙;移民群
metropolitan	大都市的	移居;定期移棲;回游	遷移;遷徙;移民群	好戰的;激進的
migrate	移居;定期移棲;回游	遷移;遷徙;移民群	好戰的;激進的	磨坊主;碾磨工
migration	遷移;遷徙;移民群	好戰的;激進的	磨坊主;碾磨工	模仿;與...極相似
militant	好戰的;激進的	磨坊主;碾磨工	模仿;與...極相似	小型的;小規模的
