10,幾田りら\JUMP,https://www.youtube.com/watch?v=lMgTP2gGq94
9,中島美嘉\曾經我也想一了百了,https://www.youtube.com/watch?v=xH8Ku3nNng8
8,相沢\成為別人的女朋友了,https://www.youtube.com/watch?v=sEJKG60a1Zc
7,菅田将暉\米津玄師\灰色と青,https://www.youtube.com/watch?v=9nCkUgTO5x4
6,Puffy\好朋友們的圈子,https://www.youtube.com/watch?v=uzkMGXliy0I
5,星野源\異世界混合大舞會,https://www.youtube.com/watch?v=bMPuDj3kGOM
4,大江千里\言葉之庭\Rain,https://www.youtube.com/watch?v=Ixg7IWEFQh8&ab_channel=%ED%94%84%EC%B9%B4%EC%9D%B4
3,ロクデナシ:知らないままで,https://www.youtube.com/watch?v=ZAJ3nfQTw4A&ab_channel=ロクデナシ
2,上戶彩\夢想的力量,https://www.youtube.com/watch?v=-hQ2XruIHFk&ab_channel=n4ritai
1,あたらよ\夏霞,https://www.youtube.com/watch?v=mfrcJkR1trs&ab_channel=%E3%81%93%E3%81%AF%E3%81%AA%E3%82%89%E3%82%80-KohanaLam-
