1,你來做什麼,https://www.youtube.com/watch?v=T3UWrgSoIxQ&list=PLA5UIoabheFNk9apd1AsoYxK0K4oEQ3h8&index=60&ab_channel=EasyLanguages
2,喜歡台灣,https://www.youtube.com/watch?v=Nx3DmOjue6Q&list=PLA5UIoabheFNk9apd1AsoYxK0K4oEQ3h8&index=59&ab_channel=EasyLanguages
3,菜市場,https://www.youtube.com/watch?v=7lVXFWjJIjM&list=PLA5UIoabheFNk9apd1AsoYxK0K4oEQ3h8&index=58&ab_channel=EasyLanguages
4,政治與選舉,https://www.youtube.com/watch?v=CPYABLupBKM&list=PLA5UIoabheFNk9apd1AsoYxK0K4oEQ3h8&index=57&ab_channel=EasyLanguages
5,大陸問台灣,https://www.youtube.com/watch?v=kaX-XfcAZY8&list=PLA5UIoabheFNk9apd1AsoYxK0K4oEQ3h8&index=56&ab_channel=EasyLanguages
6,母親節,https://www.youtube.com/watch?v=bYlPxQI8uYw&list=PLA5UIoabheFNk9apd1AsoYxK0K4oEQ3h8&index=55&ab_channel=EasyLanguages
7,在新加坡,https://www.youtube.com/watch?v=_iUCZgObUDg&list=PLA5UIoabheFNk9apd1AsoYxK0K4oEQ3h8&index=54&ab_channel=EasyLanguages
8,學中文,https://www.youtube.com/watch?v=s9OwwTPanvw&list=PLA5UIoabheFNk9apd1AsoYxK0K4oEQ3h8&index=53&ab_channel=EasyLanguages
9,藝術,https://www.youtube.com/watch?v=VK657-YaXMc&list=PLA5UIoabheFNk9apd1AsoYxK0K4oEQ3h8&index=52&ab_channel=EasyLanguages
10,同志婚姻,https://www.youtube.com/watch?v=I66kXy4rvME&list=PLA5UIoabheFNk9apd1AsoYxK0K4oEQ3h8&index=51&ab_channel=EasyLanguages
11,校園生活,https://www.youtube.com/watch?v=6zOOpl3vuKo&list=PLA5UIoabheFNk9apd1AsoYxK0K4oEQ3h8&index=50&ab_channel=EasyLanguages
12,自由民主,https://www.youtube.com/watch?v=iURkmV7cfBc&list=PLA5UIoabheFNk9apd1AsoYxK0K4oEQ3h8&index=49&ab_channel=EasyLanguages
13,英文名字,https://www.youtube.com/watch?v=VpELBj01GWo&list=PLA5UIoabheFNk9apd1AsoYxK0K4oEQ3h8&index=48&ab_channel=EasyLanguages
14,手搖飲,https://www.youtube.com/watch?v=U7V-30eueTw&list=PLA5UIoabheFNk9apd1AsoYxK0K4oEQ3h8&index=47&ab_channel=EasyLanguages
15,台灣耶誕,https://www.youtube.com/watch?v=yLElO7gxXPo&list=PLA5UIoabheFNk9apd1AsoYxK0K4oEQ3h8&index=46&ab_channel=EasyLanguages
16,家庭生活,https://www.youtube.com/watch?v=MgMs2lYXWVM&list=PLA5UIoabheFNk9apd1AsoYxK0K4oEQ3h8&index=45&ab_channel=EasyLanguages
17,捷運,https://www.youtube.com/watch?v=RyevycwXzn4&list=PLA5UIoabheFNk9apd1AsoYxK0K4oEQ3h8&index=44&ab_channel=EasyLanguages
18,疫情生活,https://www.youtube.com/watch?v=XDmfBTgIRUg&list=PLA5UIoabheFNk9apd1AsoYxK0K4oEQ3h8&index=43&ab_channel=EasyLanguages
19,工作的看法,https://www.youtube.com/watch?v=HK6TmhLEd2E&list=PLA5UIoabheFNk9apd1AsoYxK0K4oEQ3h8&index=42&ab_channel=EasyLanguages
20,農曆新年,https://www.youtube.com/watch?v=h75xyXziHC8&list=PLA5UIoabheFNk9apd1AsoYxK0K4oEQ3h8&index=41&ab_channel=EasyLanguages
21,刻板印象,https://www.youtube.com/watch?v=QekDs-GEhp8&list=PLA5UIoabheFNk9apd1AsoYxK0K4oEQ3h8&index=40&ab_channel=EasyLanguages
22,眼中的台北,https://www.youtube.com/watch?v=Vv8CRc5L1kM&list=PLA5UIoabheFNk9apd1AsoYxK0K4oEQ3h8&index=39&ab_channel=EasyLanguages
23,疫情影響,https://www.youtube.com/watch?v=MnLDgaQ9EwM&list=PLA5UIoabheFNk9apd1AsoYxK0K4oEQ3h8&index=38&ab_channel=EasyLanguages
24,中文難嗎,https://www.youtube.com/watch?v=8KovXKo3DL4&list=PLA5UIoabheFNk9apd1AsoYxK0K4oEQ3h8&index=37&ab_channel=EasyLanguages
25,常用句,https://www.youtube.com/watch?v=qBrexlv4VyQ&list=PLA5UIoabheFNk9apd1AsoYxK0K4oEQ3h8&index=36&ab_channel=EasyLanguages
26,竉物,https://www.youtube.com/watch?v=OhaNsbMOHak&list=PLA5UIoabheFNk9apd1AsoYxK0K4oEQ3h8&index=35&ab_channel=EasyLanguages
27,北京校園,https://www.youtube.com/watch?v=xrvwv7kdiXk&list=PLA5UIoabheFNk9apd1AsoYxK0K4oEQ3h8&index=34&ab_channel=EasyLanguages
28,出國經驗,https://www.youtube.com/watch?v=O0UH-hyZnHg&list=PLA5UIoabheFNk9apd1AsoYxK0K4oEQ3h8&index=33&ab_channel=EasyLanguages
29,困難中文話,https://www.youtube.com/watch?v=biE10Ff4V40&list=PLA5UIoabheFNk9apd1AsoYxK0K4oEQ3h8&index=32&ab_channel=EasyLanguages
30,閱讀日常,https://www.youtube.com/watch?v=_W4Em_fHubY&list=PLA5UIoabheFNk9apd1AsoYxK0K4oEQ3h8&index=31&ab_channel=EasyLanguages
31,中文成語,https://www.youtube.com/watch?v=VFta5qKMRX0&list=PLA5UIoabheFNk9apd1AsoYxK0K4oEQ3h8&index=30&ab_channel=EasyLanguages
32,夜市,https://www.youtube.com/watch?v=HyxXItSF3Co&list=PLA5UIoabheFNk9apd1AsoYxK0K4oEQ3h8&index=29&ab_channel=EasyLanguages
33,中文聲調,https://www.youtube.com/watch?v=J-vYXU4vqcY&list=PLA5UIoabheFNk9apd1AsoYxK0K4oEQ3h8&index=28&ab_channel=EasyLanguages
34,自我介紹,https://www.youtube.com/watch?v=TalBZ9_fmQk&list=PLA5UIoabheFNk9apd1AsoYxK0K4oEQ3h8&index=27&ab_channel=EasyLanguages
35,居家做什麼,https://www.youtube.com/watch?v=Lqg5fiwIQso&list=PLA5UIoabheFNk9apd1AsoYxK0K4oEQ3h8&index=26&ab_channel=EasyLanguages
36,化妝,https://www.youtube.com/watch?v=UqO0E4rcI5k&list=PLA5UIoabheFNk9apd1AsoYxK0K4oEQ3h8&index=25&ab_channel=EasyLanguages
37,二十四節氣,https://www.youtube.com/watch?v=1t8tfCELNck&list=PLA5UIoabheFNk9apd1AsoYxK0K4oEQ3h8&index=24&ab_channel=EasyLanguages
38,台灣禁忌,https://www.youtube.com/watch?v=3C3zslsslRs&list=PLA5UIoabheFNk9apd1AsoYxK0K4oEQ3h8&index=23&ab_channel=EasyLanguages
