amid/amidst	在～之間	逗...高興	分析	分析
amuse	逗...高興	分析	分析	祖先
analysis	分析	分析	祖先	周年紀念日
analyze	分析	祖先	周年紀念日	惹惱,使生氣;使煩惱
ancestor	祖先	周年紀念日	惹惱,使生氣;使煩惱	每年
anniversary	周年紀念日	惹惱,使生氣;使煩惱	每年	焦慮,掛念
annoy	惹惱,使生氣;使煩惱	每年	焦慮,掛念	焦慮的,掛念的
annual	每年	焦慮,掛念	焦慮的,掛念的	道歉
anxiety	焦慮,掛念	焦慮的,掛念的	道歉	道歉
anxious	焦慮的,掛念的	道歉	道歉	用具;裝置,設備
apologize	道歉	道歉	用具;裝置,設備	申請人
apology	道歉	用具;裝置,設備	申請人	應用程式
appliance	用具;裝置,設備	申請人	應用程式	任命；委任
applicant	申請人	應用程式	任命；委任	升值
application	應用程式	任命；委任	升值	適當的,恰當的
appoint	任命；委任	升值	適當的,恰當的	批准，認可
appreciation	升值	適當的,恰當的	批准，認可	使成弧形,拱起
appropriate	適當的,恰當的	批准，認可	使成弧形,拱起	升起
approval	批准，認可	使成弧形,拱起	升起	武器;戰爭;戰鬥;兵役
arch	使成弧形,拱起	升起	武器;戰爭;戰鬥;兵役	喚起;激動;叫醒
arise	升起	武器;戰爭;戰鬥;兵役	喚起;激動;叫醒	文章
arms	武器;戰爭;戰鬥;兵役	喚起;激動;叫醒	文章	人工的
arouse	喚起;激動;叫醒	文章	人工的	藝術的
article 	文章	人工的	藝術的	羞愧的
artificial	人工的	藝術的	羞愧的	方面,觀點
artistic	藝術的	羞愧的	方面,觀點	阿斯匹靈(解熱鎮痛藥)
ashamed	羞愧的	方面,觀點	阿斯匹靈(解熱鎮痛藥)	集合,召集
aspect	方面,觀點	阿斯匹靈(解熱鎮痛藥)	集合,召集	集會;集合
aspirin	阿斯匹靈(解熱鎮痛藥)	集合,召集	集會;集合	分配,分派
assemble	集合,召集	集會;集合	分配,分派	幫助,協助
assembly	集會;集合	分配,分派	幫助,協助	結合
assign	分配,分派	幫助,協助	結合	協會,公會,社團
assistance	幫助,協助	結合	協會,公會,社團	假定
associate	結合	協會,公會,社團	假定	保證
association	協會,公會,社團	假定	保證	向...保證,擔保
assume	假定	保證	向...保證,擔保	運動的,體育的;行動敏捷的
assurance	保證	向...保證,擔保	運動的,體育的;行動敏捷的	自動櫃員機
assure	向...保證,擔保	運動的,體育的;行動敏捷的	自動櫃員機	氣氛
athletic	運動的,體育的;行動敏捷的	自動櫃員機	氣氛	原子
ATM/ automatic teller	自動櫃員機	氣氛	原子	原子的
