outdoor	戶外的	戶外的	外面的	概述,略述
outdoors	戶外的	外面的	概述,略述	外套,大衣
outer	外面的	概述,略述	外套,大衣	欠債
outline	概述,略述	外套,大衣	欠債	物主身分;所有權
overcoat	外套,大衣	欠債	物主身分;所有權	填塞,襯填
owe	欠債	物主身分;所有權	填塞,襯填	提桶
ownership	物主身分;所有權	填塞,襯填	提桶	伙伴;好友
pad	填塞,襯填	提桶	伙伴;好友	皇宮,宮殿
pail	提桶	伙伴;好友	皇宮,宮殿	蒼白的;黯淡的
pal	伙伴;好友	皇宮,宮殿	蒼白的;黯淡的	鬆餅
palace	皇宮,宮殿	蒼白的;黯淡的	鬆餅	使恐慌
pale	蒼白的;黯淡的	鬆餅	使恐慌	在...遊行
pancake	鬆餅	使恐慌	在...遊行	樂園
panic	使恐慌	在...遊行	樂園	分
parade	在...遊行	樂園	分	參加,參與
paradise	樂園	分	參加,參與	經過
parcel	分	參加,參與	經過	熱情,激情;酷愛
participate	參加,參與	經過	熱情,激情;酷愛	護照;通行證;執照
passage	經過	熱情,激情;酷愛	護照;通行證;執照	密碼
passion	熱情,激情;酷愛	護照;通行證;執照	密碼	耐心;忍耐;耐性;毅力
passport	護照;通行證;執照	密碼	耐心;忍耐;耐性;毅力	中止
password	密碼	耐心;忍耐;耐性;毅力	中止	鋪,築(路等)
patience	耐心;忍耐;耐性;毅力	中止	鋪,築(路等)	腳爪
pause	中止	鋪,築(路等)	腳爪	付錢
pave	鋪,築(路等)	腳爪	付錢	豌豆
paw	腳爪	付錢	豌豆	山峰
pay 	付錢	豌豆	山峰	珍珠
pea	豌豆	山峰	珍珠	剝皮
peak	山峰	珍珠	剝皮	窺,偷看
pearl	珍珠	剝皮	窺,偷看	便士;一便士硬幣
peel	剝皮	窺,偷看	便士;一便士硬幣	履行;執行;表演, 演奏
peep	窺,偷看	便士;一便士硬幣	履行;執行;表演, 演奏	演出;演奏;表演
penny	便士;一便士硬幣	履行;執行;表演, 演奏	演出;演奏;表演	允許,許可,同意
perform	履行;執行;表演, 演奏	演出;演奏;表演	允許,許可,同意	允許,許可,准許
performance	演出;演奏;表演	允許,許可,同意	允許,許可,准許	人格,品格
permission	允許,許可,同意	允許,許可,准許	人格,品格	說服,勸服
permit	允許,許可,准許	人格,品格	說服,勸服	害蟲;有害的植物
personality	人格,品格	說服,勸服	害蟲;有害的植物	醃製
persuade	說服,勸服	害蟲;有害的植物	醃製	藥丸,藥片;(女用)口服避孕藥
pest	害蟲;有害的植物	醃製	藥丸,藥片;(女用)口服避孕藥	飛行員
