1,三人成虎,it1VQCLdNh4
2,望梅止渴,HnzCDivE4uA
3,掩耳盜鈴,mxzGt9st5dg
4,食指大動,fCmMegvf_BU
5,後來居上,D86LIyMRaOs
6,約法三章,0o4S1fhbbnc
7,對牛彈琴,KqF7RKSaKvg
8,螳螂捕蟬 黃雀在後,9Mr46-DSGUc
9,指鹿為馬,fDVBupW1lbA
10,朝三暮四,PP9WM-94ozA
11,名落孫山,IMLenJiQpT8
12,杯弓蛇影,lE62IbOwTYw
13,濫竽充數,2E1MNmfuY6Y
14,一毛不拔,fKqc1MhhBJE
15,鷸蚌相爭,rTuuny-itOE
16,黔驢技窮,NxGn_Lms3mU
17,望塵莫及,yVv4wNhyM7A
18,刮目相看,D_z6Z2jUaJE
19,孟母三遷,mSJmJOqxInU
20,邯鄲學步,2uFafNOSNpI
21,五十步 笑百步,K48C0t-tK4o
22,守株待兔,E2tnjfag5ho
23,兩敗俱傷,TarqcbfSAuA
24,家徒四壁,pRy0SwseeqI
25,自相矛盾,r3FQlTM5dVg
26,破鏡重圓,Flo77-AxscQ
27,投筆從戎,M3arX9ypW_0
28,塞翁失馬,kQvMGBK7W-0
29,井底之蛙,2_vXEoUkJ8g
30,瓜田李下,0184aa7VI2M
31,路不拾遺,kYpFRFzOiV4
32,梁上君子,t_BFvcqYxNY
33,唇亡齒寒,HJ5C8lZ8xkM
34,胸有成竹,gWZpdHnXzKg
35,夜郎自大,tX4hUK9dR7Q
36,難兄難弟,Xi478mGfixQ
37,門庭若市,VSd3zRqlE6Y
38,小時了了  大未必佳,xl3pU_QpDWE
39,狐假虎威,yGMdxfa7wcI
40,揠苗助長,1XZuxU3FpVw
41,食言而肥,JcUY3vjzISQ
42,畫蛇添足,4fHNEGxbk_Y
43,聞雞起舞,mFqKK9W6hiE
44,巧取豪奪,ZIIN1aiYwfQ
45,愚公移山,ya6XpQm2zoQ
46,打草驚蛇,cwUlVLg1emE
47,雙管齊下,xzAsXioI-Kc
48,言聽計從,s1711jDoOfs
49,狼狽為奸,qnX21kBK_yM
50,杞人憂天,5fZAmC7MGqE
