1,你通常去哪裡購物,https://www.youtube.com/watch?v=5moX0uVsO-o,
2,你多常在晚上做夢,https://www.youtube.com/watch?v=owd0LjwEU0o,
3,我夢想以求的房子,https://www.youtube.com/watch?v=hzBnRTFVMIg,
4,你喜歡電影嗎,https://www.youtube.com/watch?v=icE2jCQuP44,
5,不平常的意見N,https://www.youtube.com/watch?v=V817SdbV_44,
6,你們彼此的第一印象,https://www.youtube.com/watch?v=GLkVyNSBhxU,
7,你喜歡你的名字嗎,https://www.youtube.com/watch?v=r8CInthjd_I,
8,在擴展環境中生存,https://www.youtube.com/watch?v=gA_FXfDWOnY,
9,韓國的四個賽季,https://www.youtube.com/watch?v=cDX2LMmOtZ0,
10,你的旅行風格是什麼,https://www.youtube.com/watch?v=GqvjBOa5GlQ,
11,您喜歡什麼文化活動,https://www.youtube.com/watch?v=TDX4ssqb_lo,
12,韓國的婚禮是什麼,https://www.youtube.com/watch?v=Q2ERO3qHMqM,
13,韓國的教育,https://www.youtube.com/watch?v=hB-hqBWEW7Q,
14,我們有壞習慣嗎,https://www.youtube.com/watch?v=hy0mM_bbJE0,
15,語言學習錯誤,https://www.youtube.com/watch?v=gU-KNBPwxyw,
16,韓國的超級神父,https://www.youtube.com/watch?v=cGQ5sSLOaKE,
17,韓國英語教育,https://www.youtube.com/watch?v=uhj9yjaJytk,
18,韓國的醫院,https://www.youtube.com/watch?v=DSNerSTbX4I,
19,伴侶動物,https://www.youtube.com/watch?v=vf3YzrKkCSg,
20,使用一次性產品嗎,https://www.youtube.com/watch?v=u6LbE6Xkocc,
21,你最喜歡的數字,https://www.youtube.com/watch?v=7HQ8mEsu4U8,
22,你接受飲食支持嗎,https://www.youtube.com/watch?v=HAR32Hqp56g,
23,你和室友住過嗎,https://www.youtube.com/watch?v=YOeGmICC5N0,
24,最喜歡的韓國菜,https://www.youtube.com/watch?v=oujluJEU7n4,
25,當我們還是大學生,https://www.youtube.com/watch?v=C-6V4iiVv4w,
26,你相信鬼魂嗎,https://www.youtube.com/watch?v=p2wDHMtKnhM,
27,您想住哪個城市,https://www.youtube.com/watch?v=roNMsNEsBI4,
28,是否存在外星人,https://www.youtube.com/watch?v=Kl3nVqsVGsQ,
29,你想嘗試什麼髮型,https://www.youtube.com/watch?v=M2LaPLep2_U,
30,韓國老師看韓國語,https://www.youtube.com/watch?v=xgkrDkWXpTg,
31,你喜歡玩什麼運動,https://www.youtube.com/watch?v=2ql9yhGf9WM,
32,我們的學校日故事,https://www.youtube.com/watch?v=loKPKqEoiaw,
33,領導者,https://www.youtube.com/watch?v=Q6Z09e9bN7E,
34,Titimick 老師,https://www.youtube.com/watch?v=ahO8HhLWNT0,
35,韓國人胃不舒服時,https://www.youtube.com/watch?v=3iXhoPhTu0o,
36,情侶們慶祝第22天,https://www.youtube.com/watch?v=9W7LESsxqtw,
37,賢宇,https://www.youtube.com/watch?v=ayKTy-Jk-IM
38,韓國流行的兼職,https://www.youtube.com/watch?v=PjbNFqxWLcQ,
39,認定成功的教師,https://www.youtube.com/watch?v=V-UjRG10L_A,
40,你會說哪些方言,https://www.youtube.com/watch?v=BxQJFzKeDZY,
41,YEJI與賢宇的代溝感,https://www.youtube.com/watch?v=4fYhFcfGUpk,
42,結婚是必須的嗎,https://www.youtube.com/watch?v=nmKHeOpJmkk,
43,何處尋愛,https://www.youtube.com/watch?v=5Ih7GhnP4Ss,
