7,川普\演講*,https://www.youtube.com/watch?v=o9-mIZcS0y8
6,Kristen Stewart\暮光之城*,https://www.youtube.com/watch?v=DMHqcc-RxZ4
5,\谷愛凌\社群媒體*,https://www.youtube.com/watch?v=Y9x1s_l9JxQ
4,Chloë Grace Moretz*,https://www.youtube.com/watch?v=u-ol2tpgVYI
3,\Kaley Cuoco*,https://www.youtube.com/watch?v=W8WHB2bVSGs
2,\Brad\Pitt*,https://www.youtube.com/watch?v=3Nf5__jVFAI
1,\Princess\Diana*,https://www.youtube.com/watch?v=l708GvjB_ss
8,8,https://www.youtube.com/watch?v=YtIRAOii8Z4
9,9,https://www.youtube.com/watch?v=tIuy0oR2AI8
10,10,https://www.youtube.com/watch?v=pvruoBCrvuM
11,11,https://www.youtube.com/watch?v=SvN8NQXL9w8
12,12,https://www.youtube.com/watch?v=_kAUcM2nDZY
13,13,https://www.youtube.com/watch?v=69kQ7S0_fO4
14,14,https://www.youtube.com/watch?v=03CTOFbI58Y
15,15,https://www.youtube.com/watch?v=wPKW_iBDqaQ
16,16,https://www.youtube.com/watch?v=CTbxUKbBkTM
17,17,https://www.youtube.com/watch?v=uvvV50OEkRo
18,18,https://www.youtube.com/watch?v=txMAEUs4ZfI
19,19,https://www.youtube.com/watch?v=kuL7vLYF_kw
20,20,https://www.youtube.com/watch?v=UZE3J3JYAJY
21,21,https://www.youtube.com/watch?v=g5UmujvD-eg
22,22,https://www.youtube.com/watch?v=fiJneZ4g4y0
