미국에 여행 가[는 김에] 미국에 사는 친척도 만났다.	去美國旅行時，順便見了住在美國的親戚。
배[운 대로] 대답했다.	[據我所知]的回答了。
노래도 잘하[는 데다가] 춤도 잘 춘다.	他擅長唱歌[和]跳舞。
밖에 비가 오[는 모양이다]	外面好像在下雨
비가 오[는 바람에] 등산 약속이 취소되었다.	由於下雨，登山約定被取消了。
남에게 불친절하면 남도 나에게 불친절[한 법이다].	如果你對別人不友善，別人也會對你不友善。
그 정도면 잘[한 셈]이다.	那種程度算做得很好了。
학교에 가기 싫어서 아[픈 척했다]	因為不想上學，所以[裝病]
학교에 가기 싫어서 아[픈 체했다]	因為不想上學，所以[裝病]
비가 오[는 탓에] 경기가 취소되었다.	[由於下雨]比賽被取消。
그 정도면 한국어를 잘 하[는 편이다]	那種程度，韓語算不錯
내가 네 옆에 있[는 한] 넌 안전해.	只要我在你身邊，你就安全。
밖에 비가 오[는 듯]하다.	外面好像下雨了。
운동을 열심히 [한다면] 건강해질 겁니다.	如果你努力運動，你會很健康。
비가 오[는데도(불구하고)] 경기는 진행되었다.	[儘管下雨]比賽繼續。
바빠서 밥[은커녕] 물도 못 먹었다.	我太忙了，別說是飯，連水都無法喝。
밖에 비가 오[나 봐]요.	看來外面在下雨。
바람도 [쐴 겸] 기분도 전환[할 겸] 친구와 만나기로 약속했다.	答應和朋友見面，順便出去吹風和改變心情
비가 [올 듯 말 듯]하다.	雨要下不下的
한국에서는 여름에 눈이 [올 리가 없다]	韓國夏天不可能下雪
