학교에 가[는 길에] 친구를 만났다.	我在去學校的路上遇到了一個朋友。
친구를 기다리[는 동안] 커피를 한 잔 마셨다.	在等朋友的時候喝了杯咖啡。
걱정 때문에 밥을 먹[는 둥 마는 등] 했다.	由於擔心，有一口沒一口地吃飯。
노래를 잘하[는 반면에] 춤은 못 춘다.	雖然我唱歌很好，但我不會跳舞。
옆방에서 시끄럽게 떠[드는 통에] 잠을 못 잤다.	由於隔壁房間的噪音，我無法入睡。
열심히 공부[한다더니] 왜 공부를 안 하고 있어	說要認真念書，怎麼沒在念？
수업이 끝나[는 대로] 집에 오세요.	下課後請馬上回家。
울[다가] 웃었다.	哭到一半笑了。
처음엔 못 먹었지만 계속 먹[다 보니] 한국 음식을 좋아하게 되었다.	一開始沒法吃，但吃著吃著就喜歡上韓國菜了
공부를 열심히 해서 도서관에서 살[다시피]한다.	努力學習，幾乎住在圖書館裡。
여러분도 아시[다시피] 한글은 세종대왕이 만드셨습니다.	眾所周知，韓文是世宗大王創造的。
그 사람 열심히 공부하[더니] 시험에 합격했다.	那個人努力學習[並且]通過了考試。
비가 오[더라도] 운동회를 할 겁니다.	即使下雨，也要辦運動會。
짝 활동을 누구[더러] 같이 하자고 할까	要向誰提議一起參加分組活動呢？
여기가 내가 다니[던] 학교이다.	這是我念過的學校。
이것은 누가 마시[던] 커피입니까	這是誰喝過的咖啡？
이 약은 하루에 세 번 먹[도록] 하세요.	每天服用此藥 3 次。
밤새[도록] 이야기 했다.	我們談了一夜。
이 번 방학에 경주에 가[든지] 부여에 가[든지] 할 겁니다.	這個假期我要去慶州或扶餘。
가[든지 말든지] 네 마음대로 해.	去不去隨你。
