한국어 말하기 능력을 [향상시키]는 법	如何提高你的韓語口語能力
수업 시간에 열심히 말해야 한다가 60%[로 나타났다]	60% 的人表示必須在課堂上努力說話
[남녀별 독서 분야] 조사	男女閱讀領域研究
남자의 경우는 경제 분야가 67%[로 가장 높게 나타났다]	就男性而言，經濟領域最高，為 67%。
아동과 노인 [인구 변화]	兒童和老年人口變化
2000년에 7%였던 노인 인구가 2010년 9%[로 증가하였다]	老年人口從 2000 年的 7% 增加到 2010 年的 9%
[스트레스 푸]는 방법	緩解壓力的方法
이 그래프는 직장인 남녀 각각 200 명을 대상으로 스트레스를 푸는 방법[에대해 조사를 실시한 것이다].	這張圖表是以男性和女性上班族各 200 名為對象關於如何緩解壓力的調查。
조사 결과 남자의 경우는 스트레스를 풀기 위해 운동을 가 60%로 가장 높게 나타난 데 반해 여자는운동한다[가 10%에 불과했다].	調查結果顯示，男性的部份為了緩解壓力而運動的有最高多達60%，而相反的女性運動的只不過 10%。
[그 다음으로] 남자는 음악을 듣는다가 35%, 여자는 25%로 나타났다.	其次，男性聽音樂的比例為 35%，女性為 25%。
마지막으로 남자는 쇼핑이 5%에 불과했으나 여자는 [65%로 1위를 차지했다].	最後，雖然只有 5% 的男性購物，但女性以 65% 的比例位居榜首。
[이 설문 조사 결과를 통해서] 직장인 남자외 여자의 스트레스 푸는 방법이 다르다는 것을 알 수 있다.	通過本次調查結果可以看出，上班族女性緩解壓力的方式與男性不同。
