1,羿射九日,xR_AHF7Tw8o
2,守株待兔,xRRRWnSFhwE
3,小兒垂釣,hakNaQL1ltc
4,大禹治水,QIPLoplBKu8
5,精衛填海,2MXUtHCVgXs
6,其樂融融,vTPTr29mJWs
7,倉頡造字,woN-kDu0w_U
8,孔融讓梨,ZFbrz3Ui9ng
9,聲東擊西,Vkn1OIAzSfg
10,鸞鳳和鳴,sIeRA4KYGns
11,守株待兔,EHUV8JI65w0
12,精衛填海,1GGWUS6J90w
13,圍魏救趙,JJqAbUho8d8
14,南轅北轍,diAQepyojrg
15,杯弓蛇影,3ijBl-qxhwc
18,大禹治水,wpSYZH00QsI
19,楓橋夜泊,PPLw64fSkiQ
20,杞人憂天,sbGgFPr_2hk
22,聞雞起舞,9L1Mu_YywTA
23,塞翁失馬,ivHkei2ua1Q
25,一舉兩得,_of72mWgHNo
27,狐假虎威,AYNEnVKeOgk
28,完璧歸趙,Bu9x7mqeim0
29,鷸蚌相爭,7DesIEP7A0E
31,坐井觀天,6sVVI_Fkl9A
32,春夜喜雨,-buOczRd51k
33,刻舟求劍,IHh_bhXRvnU
34,己亥雜詩,4JPGXMIyak0
35,驚弓之鳥,2a-oWFr8DkY
36,一鼓作氣,iLkJTKXG2us
39,愚公移山,YA9qSDf1cY0
40,亡羊補牢,P0hFU-rVPl4
41,小兒垂釣,PzenPtrkxCg
42,螳螂捕蟬,9Bl-hCeum4o
45,退避三舍,E8IgVKDUINU
46,夜宿山寺,3bA9Gh1gW7Q
47,抱薪救火,nfu8_6iQQdk
48,兔死狐悲,Kybfz1kKRkQ
50,諱疾忌醫,ShCLJDuM7rc
51,害群之馬,GHCEaKCVZQs
53,畫蛇添足,ZoORbQaM2Do
54,竭澤而漁,micx3mtSfZU
56,呆若木雞,6-wHABwIaeM
59,守株待兔,YQH9_jaIj9E
62,鵬程萬里,FMnKaG3VMUg
76,畫蛇添足,jYNg-_KJH-k
