그러나	但	所以	這樣的話	因此
그러니까	所以	這樣的話	但是	順便一提
그러면	這樣的話	因此	順便一提	然後
그러므로	因此	順便一提	然後	但
그런	這樣的	每個	四	二
그런데	順便一提	然後	但	而且
그럼	然後	但	而且	停止
그렇다	就是那樣	思念	性子急的	歡喜
그렇지만	但	而且	停止	剛才
그릇	碗	畫	劇場	附近
그리고	而且	停止	剛才	埋得深深地
그리다	畫畫	停止	停	等
그림	畫	劇場	附近	字
그립다	思念	性子急的	歡喜	長
그만	停止	剛才	埋得深深地	驚喜
그만두다	停止	停	等	養
그분	這位	那邊	她	你
그저께	前天	靠近	有時	結局
그쪽	那邊	她	你	我
그치다	停	等	養	欣喜
극장	劇場	附近	字	上演
근처	附近	遠方	田	字
글	字	線	絲	禁止
글쎄	這個嘛	字	不可以	不是
글쎄요	這樣啊	是啊	是的	什麼
글씨	字	線	禁止	期限
글자	字	禁止	期限	油
금방	剛才	埋得深深地	驚喜	洗乾淨
금지	禁止	期限	油	期末考
급하다	性子急的	歡喜	長	海很深
기간	期限	油	期末考	感覺
기다리다	等	養	欣喜	想起
기르다	養	欣喜	想起	削
기름	油	期末考	感覺	喜悅
기말시험	期末考	感覺	喜悅	宿舍
기분	感覺	喜悅	宿舍	記憶
기뻐하다	欣喜	想起	削	醒
기쁘다	歡喜	長	海很深	黑
기쁨	喜悅	宿舍	記憶	氣溫
기숙사	宿舍	記憶	氣溫	記者
