끝나다	結束	開始	戴	裝飾
끝내다	結束	戴	裝飾	栽培
끼다	戴	裝飾	栽培	關
마당	院子	鎮	心	迎接
마르다	乾	喝	完成	被封鎖
마리	隻	月	雙	位
마시다	喝	完成	被封鎖	見
마을	鎮	心	迎接	最後的
마음	心	迎接	最後的	超市
마중	迎接	最後的	超市	馬格利酒
마지막	最後的	超市	馬格利酒	餃子
마치다	完成	被封鎖	見	做
마트	超市	馬格利酒	餃子	如果
마흔	四十	百	百萬	五十
막걸리	馬格利酒	餃子	如果	萬一
막히다	被封鎖	見	做	摸
만나다	見	做	摸	不要
만두	餃子	如果	萬一	漫畫
만들다	做	摸	不要	正確
만약	如果	萬一	漫畫	說話
만일	萬一	漫畫	說話	馬
만지다	摸	不要	正確	答對
만화	漫畫	說話	馬	馬來西亞
많다	多	清新	不好吃	好吃
많이	多	很	遠地	不會
말	說話	做	馬來西亞	不要
말	馬	不要	馬來西亞	很
말	-末	正確	馬來西亞	繫
말다	不要	正確	答對	繫
말레이시아	馬來西亞	話	味道	售票處
말씀	話	味道	售票處	啤酒
맑다	清新	不好吃	好吃	辣
맛	味道	售票處	啤酒	頭
맛없다	不好吃	好吃	辣	遠
맛있다	好吃	辣	遠	好看
맞다	正確	停	繫	吃飯
맞추다	答對	繫	吃飯	停
매년	每年	每月	每天	每週
매다	繫	吃飯	停	背
매달	每月	每天	每週	先
