ability	能力;專門技能	在國外	缺席	加;附加
abroad	在國外	缺席	加;附加	接受
absence	缺席	加;附加	接受	活躍的
absent	缺席的,不在場的	接受	活躍的	加;附加
accept	接受	活躍的	加;附加	推進;提升;貸(款)
active	活躍的	加;附加	推進;提升;貸(款)	事件;風流韻事;喜慶活動
addition	加;附加	推進;提升;貸(款)	事件;風流韻事;喜慶活動	有助於
advance	推進;提升;貸(款)	事件;風流韻事;喜慶活動	有助於	瞄準,對準
affair	事件;風流韻事;喜慶活動	有助於	瞄準,對準	航空器;飛機
aid	有助於	瞄準,對準	航空器;飛機	航空公司
aim	瞄準,對準	航空器;飛機	航空公司	向...報警;使驚慌不安
aircraft	航空器;飛機	航空公司	向...報警;使驚慌不安	相簿;集郵簿;唱片集
airline	航空公司	向...報警;使驚慌不安	相簿;集郵簿;唱片集	相似的
alarm	向...報警;使驚慌不安	相簿;集郵簿;唱片集	相似的	活著的;活躍的
album	相簿;集郵簿;唱片集	相似的	活著的;活躍的	杏仁
alike	相似的	活著的;活躍的	杏仁	大聲地
alive	活著的;活躍的	杏仁	大聲地	字母
almond	杏仁	大聲地	字母	雖然
aloud	大聲地	字母	雖然	完全地;總共
alphabet	字母	雖然	完全地;總共	合計,共計
although	雖然	完全地;總共	合計,共計	古代的
altogether	完全地;總共	合計,共計	古代的	腳踝
amount	合計,共計	古代的	腳踝	任何人
ancient	古代的	腳踝	任何人	無論如何,總之
ankle	腳踝	任何人	無論如何,總之	在任何時候
anybody/anyone	任何人	無論如何,總之	在任何時候	不管怎樣
anyhow	無論如何,總之	在任何時候	不管怎樣	任何地方
anytime	在任何時候	不管怎樣	任何地方	公寓
anyway	不管怎樣	任何地方	公寓	出現;顯露;外貌
anywhere/anyplace	任何地方	公寓	出現;顯露;外貌	胃口,食慾
apartment	公寓	出現;顯露;外貌	胃口,食慾	塗,敷
appearance	出現;顯露;外貌	胃口,食慾	塗,敷	圍裙
appetite	胃口,食慾	塗,敷	圍裙	爭論
apply	塗,敷	圍裙	爭論	手臂
apron	圍裙	爭論	手臂	扶手椅
argue	爭論	手臂	扶手椅	排列;整理
arm 	手臂	扶手椅	排列;整理	逮捕;拘留
armchair	扶手椅	排列;整理	逮捕;拘留	到達
arrange	排列;整理	逮捕;拘留	到達	箭;箭號
arrest	逮捕;拘留	到達	箭;箭號	文章
