1,1,https://www.youtube.com/watch?v=t2l9VLRLhtE,
2,2,https://www.youtube.com/watch?v=bWFuZVkNnZo,
3,3,https://www.youtube.com/watch?v=7xuuz1KQivI,
4,4,https://www.youtube.com/watch?v=bIAa95IKMj0,
5,5,https://www.youtube.com/watch?v=s-9fjZwX7mE,
6,6,https://www.youtube.com/watch?v=NzfGPy6spKU,
7,7,https://www.youtube.com/watch?v=tAAWTGZVLDg,
8,8,https://www.youtube.com/watch?v=aXtwc5uejbE,
9,9,https://www.youtube.com/watch?v=ldk8HYkQofQ,
10,10,https://www.youtube.com/watch?v=2KxsMW2_Jho,
11,11,https://www.youtube.com/watch?v=WQCS2LDx0ow,
12,12,https://www.youtube.com/watch?v=n9iDV7ZLMFQ,
13,13,https://www.youtube.com/watch?v=-SzZzqCizOI,
14,14,https://www.youtube.com/watch?v=61Mw2rhRNDg,
15,15,https://www.youtube.com/watch?v=SZHNsDO-RjM,
16,16,https://www.youtube.com/watch?v=XNUHqzM9u-0,
17,17,https://www.youtube.com/watch?v=fZc-i-qanjc,
18,18,https://www.youtube.com/watch?v=Ma0kmhNcSTQ,
19,19,https://www.youtube.com/watch?v=lhFU5H5KPFE,
20,20,https://www.youtube.com/watch?v=9bLXKI-NEww,
21,21,https://www.youtube.com/watch?v=LyR43aSbcCg,
22,22,https://www.youtube.com/watch?v=ZcXvSN0uU2Y,
23,23,https://www.youtube.com/watch?v=0Crd6OCGIOY,
24,24,https://www.youtube.com/watch?v=Tih8I3Klw54,
25,25,https://www.youtube.com/watch?v=itATuQDfReA,
26,26,https://www.youtube.com/watch?v=ywKQGNVpzAs,
27,27,https://www.youtube.com/watch?v=3jNxApOmcv8,
28,28,https://www.youtube.com/watch?v=oO0mlgNUkXQ,
29,29,https://www.youtube.com/watch?v=-7wMvsY3Zss,
30,30,https://www.youtube.com/watch?v=AcC-I1zBkLw,
31,31,https://www.youtube.com/watch?v=hmYKL7FnKcQ,
32,32,https://www.youtube.com/watch?v=E9QYZrRzI6U,
33,33,https://www.youtube.com/watch?v=8gYYsuGusAE,
34,34,https://www.youtube.com/watch?v=U3jCZHmDmwg,
35,35,https://www.youtube.com/watch?v=wbHvDdfw_jU,
36,36,https://www.youtube.com/watch?v=7nQbU_Q7Abw,
37,37,https://www.youtube.com/watch?v=qlYyNJ0K3pY,
38,38,https://www.youtube.com/watch?v=qLw4GaJ3FMA,
39,39,https://www.youtube.com/watch?v=hft0FL-yKU4,
40,40,https://www.youtube.com/watch?v=iBuKhScHWmY,
41,41,https://www.youtube.com/watch?v=nRiHKI_8u0A,
42,42,https://www.youtube.com/watch?v=t-UCt2jrsoM,
43,43,https://www.youtube.com/watch?v=-rVWPWSZQhY,
44,44,https://www.youtube.com/watch?v=1ebSUtMoYPw,
45,45,https://www.youtube.com/watch?v=A1R12vuG0BQ,
46,46,https://www.youtube.com/watch?v=R3fId4TjgU0,
47,47,https://www.youtube.com/watch?v=XfAMirWVpjQ,
48,48,https://www.youtube.com/watch?v=pExAKrgWaFg,
49,49,https://www.youtube.com/watch?v=TzcvTWqc654,
50,50,https://www.youtube.com/watch?v=z7RmZQmMei4,
51,51,https://www.youtube.com/watch?v=0LOlHrTOhVw,
52,52,https://www.youtube.com/watch?v=y_Rezm4wiGI,
53,53,https://www.youtube.com/watch?v=X8NuPf2SnYA,
54,54,https://www.youtube.com/watch?v=ajxl2QTDQYY,
55,55,https://www.youtube.com/watch?v=i2xXQa6C55Q,
56,56,https://www.youtube.com/watch?v=cS8fNFBm4lo,
57,57,https://www.youtube.com/watch?v=j1xDizRZw3I,
58,58,https://www.youtube.com/watch?v=ftvU9JUVkls,
59,59,https://www.youtube.com/watch?v=53_We6hiZN0,
60,60,https://www.youtube.com/watch?v=M2KvUUZeD3c,
61,61,https://www.youtube.com/watch?v=bZYwZDqdsas,
62,62,https://www.youtube.com/watch?v=dsgEu6GG96g,
63,63,https://www.youtube.com/watch?v=M4dsji_6HmQ,
