1,守株待兔,hLR7maDfdss
2,瞎子摸象,hyN3ZjoSTxI
3,對牛彈琴,L-dXPhDVn2Q
4,亡羊補牢,jdD3l4UGxbQ
5,井底之蛙,6wwr6Qm89kM
6,掩耳盜鈴,AqFuqtx5LRk
7,愚公移山,Sf7HBvVKMps
8,狐假虎威,21bgmJ5ak-s
9,濫竽充數,PLruBS09O6U
10,指鹿為馬,QVmiVwl7VVk
11,畫蛇添足,NGuRCJWFKUo
12,老馬識途,uo8dVRCjXIo
13,畫龍點睛,47ZaQ5EmXv8
14,杞人憂天,REnsX8HR_jk
15,三人成虎,XFgFZfJlfGI
16,入木三分,4c9_KIb5wcI
17,一箭雙鵰,M5h2Tz1TtZg
18,河東獅吼,GR6EBHjAQcY
19,沉魚落雁,2LV29WnwDC4
20,錦上添花雪中送炭,LiJaBgZq07g
21,杯弓蛇影,OUL3vayYH_I
22,一鼓作氣,8gjOOEO4SdA
23,兩敗俱傷,2MYFFzd2_eI
24,狡兔三窟,fbCoJqELfq0
25,自相矛盾,LXpDaG8kT6o
26,閉月羞花,ui18s0kvRnk
27,破釜沈舟,tTa4Jo07ovA
28,ㄧ鳴驚人,EqCqgRjrKZM
29,魚目混珠,1j46xKSpEnA
30,食指大動,pjJ8uxA68z4
31,朝三暮四,EQI8fKKAxRw
32,班門弄斧,132T1iMI68o
33,水落石出,oY5vrXClMvQ
34,打草驚蛇,BNydBCY0-Y0
35,得過且過,_pS_YSKD1uk
36,八仙過海,Ua_kxdI6q4s
37,天衣無縫,JC3V9uiS-Yg
38,負荊請罪,ANWK8WmhYFE
39,望梅止渴,zw__SHjIXYU
40,鷸蚌相爭漁翁得利,2-POIjlXo2E
41,毛遂自薦,A8HYnsPOr7k
42,熟能生巧,p3dMu6hkZAM
43,螳螂捕蟬黃雀在後,aM0tUx0U8Eg
44,名落孫山,7FgGcsKGjT8
45,滅頂之災,xoUFK0S-Ioc
46,囫圇吞棗,Q6gDM72XClg
