1,安貧樂道,-hvHsqW06Os
2,百無一用,CNaAqrxMvm8
3,沉灶生蛙,Cxr8se_RWjg
4,趁熱打鐵,zOAaptzVRQ0
5,痴心妄想,uL4uaPiziRU
6,打腫臉充胖子,OxSr8ohu8Jg
7,東食西宿,2OiiJE-ju04
8,快刀斬亂麻,a0vI1G74d7Y
9,作繭自縛,YEuwbsCkcr8
10,視而不見,fU2Ha-zcx9E
11,天下無雙,TeRpYEBpLiM
12,欲速則不達,xVlroC8BlIY
13,愛鶴失眾,HbWRzEiwooc
14,按圖索驥,Tdu04AM0eQ0
15,得寸進尺,ryGo47P5ivw
16,胡馬依風,cfqIJG1Xtpk
17,解鈴還須繫鈴人,K5Tz4vC8WBU
18,烈火辨玉,mvtmht1SqVE
19,女中豪傑,o79-DpgaBeo
20,匹夫不可奪志,YajCDat3734
21,聽之任之,RgeeKLYWjvo
22,心灰意冷,osBRx18ZtqE
23,栩栩如生,N2XII9-rc4c
24,前倨後恭,DefSQalKzNg
25,投機取巧,QdBNQDNGCkM
26,暗箭難防,diXLj3-85Jo
27,自食其果,6Jj4qfj5qLI
28,蒸蒸日上,kdWcpckNJxo
29,蛇欲吞象,q4Gzm7S2TPk
30,鴻鵠之志,4HfDvjtKqqU
31,白手起家,9OhLYfYHljw
32,杯水粒粟,OLPflwJZlls
33,大寒索裘,yZ52pa8vXjY
34,倒打一耙,1LpEYolGv3g
35,得而復失,h6wZsEXwCzA
36,得蔭忘身,davJ_L3dqSo
37,諱疾忌醫,HpagvdYA3Gk
38,疲於奔命,g9fyXnsFSVY
39,從井救人,IGSULWTCKf0
40,一舉兩得,9NSrswi926g
41,英雄救美,ft4BRacpU2s
42,判若兩人,PIWsTdvnUEw
43,國家棟樑,F8A6SCEODrk
44,患難與共,m7VqOJzcRlY
45,慢工出細活,45fntnef9kI
46,報喜不報憂,FkaxSnkoFOQ
47,百星不如一月,ipmMcxvf8Z8
48,以鄰為壑,8T5x2LG-jv4
49,安步當車,YRTl5ZNnj9A
50,巧立名目,WMXGmL_mApM
51,驚天動地,93TFFXCS4Dg
52,歪打正著,kIpJQjPLeNo
53,百花凋零,MHV2xpaQvjs
54,博採眾長,yMoZhjCPUqo
55,好高騖遠,wOf8y7pxBBw
56,掉以輕心,Vp99hB7lxWU
57,星星之火,9O3D2wUQxNY
58,返璞歸真,DoYKR2UJ0SE
59,這山望著那山高,fjwfyvNDoSI
60,以權謀私,vi4JvULRycE
61,前車之鑑,v1pvMzAmMqE
62,因地制宜,ocIEn_jo4Bs
63,如魚得水,2TIyRQ7--HA
64,甕中捉鱉,Isa7PqwH9H4
65,白璧微瑕,f-7dVRCzVCE
66,福為禍始,YUQmTaocVOg
67,誤人子弟,qwUDLPuWFXw
68,請君入甕,LFQAkmaWuCQ
69,隔岸觀火,IQCB93FymZo
70,剛愎自用,3LfhO65aBlM
71,一帆風順,-454Zt-rlMU
72,刀過竹解,zd519MpuDRQ
73,好謀而成,GY9E1JeRUzw
74,廢物利用,Ypqn1kGC_yU
75,德藝雙馨,dXzYO0hO6v0
76,戴罪立功,_KZnNIcGcq8
77,愛憎無常,Ht_oFDcT0f4
78,玩忽職守,KeSZH6aevIc
79,瞠乎其後,xEZ_2YwNh8E
80,乘虛而入,ihVNJVgyhhQ
81,偷梁換柱,JlciAE9esWs
82,反哺之情,nu4tul_Lua0
83,如履薄冰,kj8xHrG9L04
84,強弩之末,BsCObsvoSc8
85,欲擒故縱,83TlvuAQgiw
86,甘之如飴,CCPGWIA7gio
87,登高自卑,bU1BmChrGXE
88,移花接木,9J1ZReTAKpU
89,調虎離山,-m5qA4lomkw
90,遠親不如近鄰,HaIkHvcvfRk
91,一石二鳥,DgfDt-KgNGY
92,奔車朽索,zkz2wyFQLVE
93,方底圓蓋,OlguNqJRyXA
94,玩物喪志,ljBvw9br2Jw
95,穩操勝券,L4jcUxbAZIo
96,網開一面,G9-vZophSmo
97,背水一戰,xW9nC87H_gA
98,顧影慚形,aQi47E5TMKQ
99,愛非其道,aOLdXnF7WnI
100,斬草除根,Lj93ZxjLYq0
101,顛沛流離,qISLRw3mBzk
102,誤入歧途,E1lBjBcRM_M
103,學富五車,UYfKV98pCX0
104,飲水思源,blEr6Ir09eE
