伝達 (でんたつ)	transmission 	being produced in a particular region	burning	to afflict
特産 (とくさん)	being produced in a particular region	burning	to afflict	edition
燃焼 (ねんしょう)	burning	to afflict	edition	rejection
悩ます (なやます)	to afflict	edition	rejection	depiction
版 (はん)	edition	rejection	depiction	economic slump
否決 (ひけつ)	rejection	depiction	economic slump	to bear
描写 (びょうしゃ)	depiction	economic slump	to bear	capture
不景気 (ふけいき)	economic slump	to bear	capture	peak
負う (おう)	to bear	capture	peak	flavour
捕獲 (ほかく)	capture	peak	flavour	unmarried
峰 (みね)	peak	flavour	unmarried	not yet known
味わい (あじわい)	flavour	unmarried	not yet known	density
未婚 (みこん)	unmarried	not yet known	density	useless
未知 (みち)	not yet known	density	useless	groping 
密度 (みつど)	density	useless	groping 	post
無用 (むよう)	useless	groping 	post	advantage
模索 (もさく)	groping 	post	advantage	passport
役職 (やくしょく)	post	advantage	passport	calendar
利点 (りてん)	advantage	passport	calendar	open
旅券 (りょけん)	passport	calendar	open	one long straight object 
暦 (こよみ)	calendar	open	one long straight object 	price reduction
露骨 (ろこつ)	open	one long straight object 	price reduction	waiting room
一筋 (ひとすじ)	one long straight object 	price reduction	waiting room	advance sale
値引き (ねびき)	price reduction	waiting room	advance sale	territorial waters
控え室 (ひかえしつ)	waiting room	advance sale	territorial waters	quantity
前売り (まえうり)	advance sale	territorial waters	quantity	fault
領海 (りょうかい)	territorial waters	quantity	fault	dissection
高 (たか)	quantity	fault	dissection	seashell
過ち (あやまち)	fault	dissection	seashell	outward appearance
解剖 (かいぼう)	dissection	seashell	outward appearance	recommendation
貝殻 (かいがら)	seashell	outward appearance	recommendation	invitation
外観 (がいかん)	outward appearance	recommendation	invitation	main line
勧め (すすめ)	recommendation	invitation	main line	rod
勧誘 (かんゆう)	invitation	main line	rod	outward looks
幹線 (かんせん)	main line	rod	outward looks	duty
竿 (さお)	rod	outward looks	duty	bow 
顔つき (かおつき)	outward looks	duty	bow 	help
義理 (ぎり)	duty	bow 	help	permission
弓 (ゆみ)	bow 	help	permission	bad harvest
救い (すくい)	help	permission	bad harvest	to approach
