不評 (ふひょう)	bad reputation	wealthy person	edict	to go in the direction of
富豪 (ふごう)	wealthy person	edict	to go in the direction of	custom
布告 (ふこく)	edict	to go in the direction of	custom	public discussion
赴く (おもむく)	to go in the direction of	custom	public discussion	minute 
風習 (ふうしゅう)	custom	public discussion	minute 	spewing
物議 (ぶつぎ)	public discussion	minute 	spewing	hard struggle
分 (ふん)	minute 	spewing	hard struggle	compilation 
噴出 (ふんしゅつ)	spewing	hard struggle	compilation 	storm
奮闘 (ふんとう)	hard struggle	compilation 	storm	forfeiture
編 (へん)	compilation 	storm	forfeiture	pension
暴風 (ぼうふう)	storm	forfeiture	pension	grace
没収 (ぼっしゅう)	forfeiture	pension	grace	nomadism
民宿 (みんしゅく)	pension	grace	nomadism	to shake
優美 (ゆうび)	grace	nomadism	to shake	solution 
遊牧 (ゆうぼく)	nomadism	to shake	solution 	profit
揺さぶる (ゆさぶる)	to shake	solution 	profit	ah!
溶液 (ようえき)	solution 	profit	ah!	fourth sign of the Chinese zodiac 
利潤 (りじゅん)	profit	ah!	fourth sign of the Chinese zodiac 	heaven and earth
ああ (嗚呼)	ah!	fourth sign of the Chinese zodiac 	heaven and earth	bargain sale
卯 (う)	fourth sign of the Chinese zodiac 	heaven and earth	bargain sale	and so on
天地 (てんち)	heaven and earth	bargain sale	and so on	gap
売り出し (うりだし)	bargain sale	and so on	gap	casual
云々 (うんぬん)	and so on	gap	casual	to fit
切れ目 (きれめ)	gap	casual	to fit	every other week
何気ない (なにげない)	casual	to fit	every other week	to show signs of being
はまる (嵌まる)	to fit	every other week	to show signs of being	nectar 
隔週 (かくしゅう)	every other week	to show signs of being	nectar 	weave
がる	to show signs of being	nectar 	weave	moat
蜜 (みつ)	nectar 	weave	moat	accelerator 
織り (おり)	weave	moat	accelerator 	approach 
壕 (ごう)	moat	accelerator 	approach 	Arab
アクセル	accelerator 	approach 	Arab	hour
アプローチ	approach 	Arab	hour	encore
アラブ	Arab	hour	encore	Jesus 
アワー	hour	encore	Jesus 	international
アンコール	encore	Jesus 	international	information
イエス	Jesus 	international	information	elegant
インターナショナル	international	information	elegant	engineer
インフォメーション	information	elegant	engineer	automatic
エレガント	elegant	engineer	automatic	orientation
