1,吳牛喘月,DqAE5vX4v1g
2,初生之犢不畏虎,vU1p8einWCc
3,河東獅吼,jdMk67-KJPw
4,兩虎相鬥,7q61mqvUC7U
5,縱虎歸山,cUB8kQCOM-k
6,不入虎穴焉得虎子,IvKNrxyBgYQ
7,畫虎類犬,hYYINykHbAE
8,老馬識途,5ZydXjEsSc0
9,馬齒徒長,gkJudF6pqMg
10,狼狽為奸,Z4swApKHtXU
11,狡兔三窟,n-ixGm6Nn3w
12,守株待兔,GOTHyTCK0vc
13,兩鼠鬥穴,numLCQ9NGPY
14,羅雀掘鼠,xEM3Dy1VN9w
15,與狐謀皮,GZZ-q7WcF48
16,如魚得水,VdxEvkACSCo
17,漏網之魚,Z-4nGUgnvPU
18,金蟬脫殼,KasaClRYzQw
19,蜻蜓點水,YsIIXoAs5Gs
20,螳臂當車,eCaqX7MU-o0
21,物腐蟲生,XPW6P13WLb0
22,一丘之貉,SVUEqkg9wrk
23,豚蹄穰田,l2ALkDUFuyY
24,沐猴而冠,w6TZ_teVvT8
25,山中無老虎猴子稱大王,eTzko5YAh90
26,巴蛇吞象,B_MUs6ddBMs
27,月落烏啼,i08t-_XBraY
28,飛蛾撲火月,r1ZO7go_EiQ
29,蝸角之爭,04dmKu_UlHA
30,螳螂捕蟬黃雀在後,ddIlohBhuqs
31,雞口牛後,NrZZ26ATSy8
32,逐鹿中原,ehm75zDHzv8
33,牝雞司晨,yb0aW2I_2hc
34,危如累卵,bOeCxGLDDGQ
35,杯弓蛇影,uKPQiT5KfpE
36,老蚌生珠,yNfMS9oynpc
37,豹死留皮,EquEPvRWKrI
38,指鹿為馬,NH7-NQzh01w
39,狗尾續貂,nRM5DciyIXw
40,魚目混珠,YQJ6W04Y0Tw
41,鳥盡弓藏,-UvnAJDNurM
42,緣木求魚,-PsVmfA0XDQ
43,噤若寒蟬,gnHAenIyTZg
44,飲鴆止渴,A6LmX09KyGs
45,輕於鴻毛,OGwDC0b_SFs
46,混水摸魚,SXyGytw4rFE
