아가	嬰兒	孩子	兒子	樓下
아깝다	捨不得	無所謂	放棄	不好
아끼다	省	浪費	擁抱	痛惜
아냐	沒有	哎	天哪	啊哈
아동	孩子	兒子	樓下	晚輩
아드님	兒子	樓下	晚輩	父母
아래층	樓下	晚輩	樓上	遺憾
아랫사람	晚輩	樓下	遺憾	亞洲
아랫집	樓下	遺憾	亞洲	主意
아마도	可能	總是	無論如何	根本
아무개	某某人	我	那個	沒有人
아무래도	總是	無論如何	根本	兼具
아무런	沒有	兩	很久	全
아무렇다	無所謂	捨不得	不好	遺憾
아무튼	無論如何	根本	兼具	之前
아쉬움	遺憾	亞洲	主意	早餐
아쉽다	捨不得	不好	遺憾	充實
아시아	亞洲	主意	早餐	早晚
아예	根本	兼具	之前	喵
아울러	兼具	之前	喵	遲早
아이	哎	天哪	啊哈	哦
아이고	天哪	啊哈	哦	哇
아이디어	主意	早餐	早晚	非洲
아침밥	早餐	早晚	非洲	疼痛
아침저녁	早晚	非洲	疼痛	惡夢
아프리카	非洲	疼痛	惡夢	握手
아픔	疼痛	惡夢	握手	惡臭
아하	啊哈	喂	哦	啊
아홉째	第九	第八	第六	第十天
악몽	惡夢	握手	惡臭	惡化
악수	握手	惡臭	惡化	眼科
악취	惡臭	惡化	眼科	案內書
악화	惡化	眼科	案內書	案內所
안과	眼科	案內書	案內所	案內員
안기다	擁抱	㧓	痛惜	坐
안기다	擁抱	㧓	痛惜	坐
안내서	案內書	案內所	案內員	告示牌
안내소	案內所	案內員	告示牌	內室
안내원	案內員	告示牌	內室	安否
안내판	告示牌	內室	安否	臉色
안되다	不好	知道	告知	打聽
안방	內室	安否	臉色	安心
안부	安否	臉色	安心	眼藥水
안색	臉色	安心	眼藥水	安全帶
안심	安心	眼藥水	安全帶	穩定
안약	眼藥水	安全帶	穩定	下酒菜
안전띠	安全帶	穩定	下酒菜	內外
안정	穩定	下酒菜	內外	蛋
안주	下酒菜	內外	蛋	過敏
안타까워하다	痛惜	坐	不	已知
안타깝다	遺憾	充實	淘氣	淺的
안팎	內外	蛋	過敏	癌症
앉히다	坐	不	已知	找出
않다	不	已知	找出	理解
알	蛋	過敏	癌症	記憶
알레르기	過敏	癌症	記憶	壓力
알려지다	已知	找出	理解	猜中
알아내다	找出	理解	猜中	了解
알아듣다	理解	猜中	了解	生病
알아맞히다	猜中	了解	生病	逼近
알아주다	了解	生病	逼近	先於
알차다	充實	淘氣	淺的	愚蠢的
앓다	生病	逼近	先於	使-先行
암	癌症	記憶	壓力	前面的路
암기	記憶	壓力	前面的路	未來
압력	壓力	前面的路	未來	前後
앗	哦	哇	啊	老公
앞길	前面的路	未來	前後	瀏海
앞날	未來	前後	瀏海	近海
앞두다	逼近	先於	使-先行	帶頭
앞뒤	前後	瀏海	近海	前邊人家
앞머리	瀏海	近海	前邊人家	操心
앞바다	近海	前邊人家	操心	嬰兒
앞서	之前	喵	遲早	突然
앞서다	先於	使-先行	帶頭	費心
앞세우다	使-先行	帶頭	費心	偏離
앞장서다	帶頭	費心	偏離	違反
앞집	前邊人家	操心	嬰兒	寵物
애	操心	情人	相冊	棒球
애기	嬰兒	寵物	感情	配飾
애쓰다	費心	偏離	違反	畏懼
애완동물	寵物	感情	配飾	數量
애정	感情	配飾	數量	相框
