다가가다	走近	緊挨著	離開	去一趟
다가서다	緊挨著	走近	去一趟	修剪
다가오다	走近	去一趟	修剪	處理
다녀가다	去一趟	修剪	處理	熨燙
다듬다	修剪	處理	熨燙	閉
다루다	處理	熨燙	閉	剁碎
다름없다	一樣	慶幸	硬	端正的
다리다	熨燙	閉	剁碎	競爭
다리미	熨斗	咖啡廳	多數人	下載
다물다	閉	剁碎	競爭	關閉
다방	咖啡廳	多數人	下載	多情
다소	略	我自己	真實發生	昨天
다수	多數人	下載	多情	承諾
다운로드	下載	多情	承諾	慶幸
다정	多情	承諾	慶幸	階段
다지다	剁碎	競爭	關閉	解開
다짐	承諾	慶幸	階段	常去的；常光顧的
다투다	競爭	關閉	解開	改變
다행	慶幸	階段	常去的；常光顧的	短期
다행스럽다	慶幸	硬	端正的	甜的
다행히	幸虧	簡單地	不同	當然
단	僅僅	兩三個	胡亂想	星期幾
단계	階段	常去的；常光顧的	短期	單獨
단골	常去的；常光顧的	短期	單獨	甜味
단기	短期	單獨	甜味	短髮
단단하다	硬	端正的	甜的	清淡
단독	單獨	甜味	短髮	管制
단맛	甜味	短髮	管制	單位
단발머리	短髮	管制	單位	缺點
단속	管制	單位	缺點	團地
단순히	簡單地	不同	當然	非常
단위	單位	缺點	團地	組織
단점	缺點	團地	組織	月光
단정하다	端正的	甜的	清淡	自信的
단지	團地	組織	月光	達成
단체	組織	月光	達成	牆
닫히다	關閉	解開	改變	哄
달다	解開	改變	哄	跑去
달라지다	改變	哄	跑去	趕上
달래다	哄	跑去	趕上	而來
달러	美元	日元	韓元	台幣
달려가다	跑去	趕上	而來	繫好
달려들다	趕上	而來	繫好	逃跑
달려오다	而來	繫好	逃跑	達到
달리	不同	當然	非常	大致上
달리다	繫好	像	扔	帶去
달빛	月光	達成	牆	다음 的略語
달성	達成	牆	다음 的略語	主管
달아나다	逃跑	達到	磨破	泡在
달콤하다	甜的	清淡	自信的	當然
달하다	達到	磨破	泡在	放在
닳다	磨破	泡在	放在	裝
담	牆	다음 的略語	主管	負責人
